46.000000
0.200000, 0.150000, 50.459999, 0.011367
0.350000, 0.383333, 62.459999, 0.116347
0.733333, 0.166667, 63.459999, 0.055323
0.916667, 0.183333, 63.459999, 0.014055
1.116667, 0.233333, 63.459999, 0.010867
1.350000, 0.183333, 62.459999, 0.018643
1.533333, 0.150000, 63.459999, 0.039366
1.683333, 1.083333, 62.459999, 0.017653
2.766667, 0.150000, 63.459999, 0.018491
2.916667, 0.283333, 62.459999, 0.019663
3.200000, 0.366667, 63.459999, 0.024596
3.566667, 0.300000, 62.459999, 0.018940
3.883333, 0.333333, 62.459999, 0.015649
4.216667, 2.483333, 60.459999, 0.011553
7.233333, 0.233333, 58.459999, 0.026667
7.466667, 2.466667, 59.459999, 0.010736
9.933333, 0.233333, 58.459999, 0.009793
10.166667, 0.233333, 59.459999, 0.024368
10.400000, 0.133333, 61.459999, 0.013406
10.533333, 0.366667, 62.459999, 0.018037
10.900000, 0.300000, 61.459999, 0.017215
11.200000, 0.500000, 62.459999, 0.020223
11.700000, 0.433333, 64.459999, 0.041279
12.133333, 0.216667, 63.459999, 0.030456
12.350000, 0.183333, 61.459999, 0.014492
12.533333, 1.100000, 59.459999, 0.011769
14.000000, 0.233333, 58.459999, 0.029626
14.233333, 0.233333, 59.459999, 0.025981
14.466667, 0.200000, 61.459999, 0.017507
14.666667, 0.466667, 62.459999, 0.017659
15.133333, 0.233333, 61.459999, 0.017381
15.483333, 0.516667, 61.459999, 0.014791
16.000000, 0.766667, 59.459999, 0.013298
16.766667, 0.166667, 58.459999, 0.015406
17.033333, 0.150000, 59.459999, 0.011676
17.183333, 0.216667, 58.459999, 0.016898
17.400000, 0.116667, 59.459999, 0.010481
17.516667, 0.183333, 58.459999, 0.020411
17.800000, 0.416667, 59.459999, 0.011978
18.233333, 0.183333, 59.459999, 0.003370
18.433333, 0.200000, 59.459999, 0.002562
18.650000, 0.516667, 59.459999, 0.024166
19.166667, 0.250000, 58.459999, 0.026685
19.416667, 0.633333, 59.459999, 0.017999
20.050000, 0.100000, 61.459999, 0.023953
20.150000, 1.850000, 59.459999, 0.015778
22.016667, 0.316667, 59.459999, 0.032751
22.333333, 0.533333, 58.459999, 0.017089
22.983333, 0.166667, 58.459999, 0.000064
