35.000000
0.033333, 0.200000, 47.349998, 0.002423
0.283333, 0.016667, 47.349998, 0.005430
0.300000, 0.233333, 54.349998, 0.011888
0.550000, 0.183333, 54.349998, 0.006190
0.750000, 0.166667, 54.349998, 0.023559
0.950000, 0.166667, 54.349998, 0.040551
1.116667, 0.150000, 56.349998, 0.048208
1.283333, 0.233333, 56.349998, 0.004629
1.516667, 0.300000, 58.349998, 0.008917
1.850000, 0.166667, 58.349998, 0.021503
2.016667, 1.516667, 59.349998, 0.012750
3.583333, 0.266667, 59.349998, 0.023214
3.850000, 0.316667, 58.349998, 0.009539
4.600000, 0.250000, 58.349998, 0.038294
4.850000, 0.266667, 59.349998, 0.035951
5.133333, 0.450000, 59.349998, 0.023658
5.583333, 0.183333, 58.349998, 0.009315
5.783333, 0.233333, 56.349998, 0.003816
6.016667, 0.216667, 58.349998, 0.008190
6.233333, 0.216667, 59.349998, 0.008553
6.450000, 0.166667, 58.349998, 0.010699
6.616667, 0.316667, 59.349998, 0.005340
6.966667, 0.216667, 59.349998, 0.022010
7.183333, 0.200000, 58.349998, 0.015912
7.400000, 0.200000, 58.349998, 0.015201
7.600000, 0.166667, 59.349998, 0.014848
7.833333, 0.183333, 58.349998, 0.017007
8.016667, 0.183333, 59.349998, 0.012731
8.200000, 0.133333, 58.349998, 0.012080
8.333333, 0.350000, 56.349998, 0.005665
