18.000000
0.866667, 0.216667, 53.180000, 0.000513
1.133333, 0.416667, 58.180000, 0.001877
1.583333, 0.116667, 58.180000, 0.003462
1.716667, 0.083333, 58.180000, 0.000145
1.816667, 0.166667, 58.180000, 0.004204
1.983333, 0.150000, 60.180000, 0.006256
2.150000, 0.200000, 60.180000, 0.005222
2.383333, 0.300000, 62.180000, 0.003567
2.750000, 0.233333, 62.180000, 0.004595
2.983333, 2.683333, 63.180000, 0.004841
6.783333, 0.650000, 63.180000, 0.000924
7.433333, 0.433333, 64.180000, 0.003828
7.916667, 1.050000, 66.180000, 0.006301
8.966667, 0.183333, 67.180000, 0.007064
9.150000, 0.183333, 66.180000, 0.006412
9.333333, 0.550000, 64.180000, 0.004425
10.866667, 0.616667, 63.180000, 0.001845
11.483333, 0.400000, 64.180000, 0.004910
11.966667, 1.066667, 66.180000, 0.006250
13.033333, 0.183333, 67.180000, 0.006643
13.216667, 0.183333, 66.180000, 0.005321
13.400000, 0.366667, 64.180000, 0.004847
14.483333, 0.733333, 63.180000, 0.005310
15.216667, 0.566667, 64.180000, 0.006148
15.783333, 0.433333, 63.180000, 0.003833
16.216667, 0.333333, 64.180000, 0.006173
16.616667, 0.150000, 64.180000, 0.004175
16.800000, 0.150000, 64.180000, 0.005484
16.950000, 0.350000, 63.180000, 0.002630
17.300000, 0.183333, 61.180000, 0.001729
17.650000, 0.650000, 63.180000, 0.003987
18.300000, 0.533333, 64.180000, 0.005763
18.833333, 0.233333, 63.180000, 0.003626
19.150000, 0.300000, 61.180000, 0.001933
19.500000, 0.416667, 63.180000, 0.003402
19.916667, 0.266667, 64.180000, 0.004889
20.233333, 0.283333, 64.180000, 0.003209
20.516667, 0.200000, 62.180000, 0.003279
20.716667, 0.400000, 61.180000, 0.003073
21.150000, 0.350000, 63.180000, 0.003233
21.500000, 0.233333, 64.180000, 0.005652
21.783333, 0.116667, 64.180000, 0.004631
21.900000, 0.166667, 63.180000, 0.003578
22.066667, 0.266667, 61.180000, 0.003604
22.450000, 0.166667, 63.180000, 0.005387
22.650000, 0.166667, 63.180000, 0.003774
22.816667, 0.600000, 64.180000, 0.005749
23.416667, 0.183333, 63.180000, 0.002934
23.600000, 0.250000, 61.180000, 0.003614
23.850000, 0.216667, 63.180000, 0.003291
24.066667, 0.333333, 64.180000, 0.005315
24.400000, 0.233333, 61.180000, 0.003242
24.633333, 0.233333, 63.180000, 0.003832
24.866667, 0.166667, 64.180000, 0.004968
25.083333, 0.266667, 61.180000, 0.003018
25.350000, 1.683333, 62.180000, 0.003104
27.066667, 0.116667, 64.180000, 0.005220
27.183333, 0.183333, 62.180000, 0.004446
27.366667, 2.216667, 61.180000, 0.004223
