15.000000
0.127710, 0.267029, 60.150002, 0.001053
0.394739, 0.220590, 63.150002, 0.000654
0.754649, 0.232200, 63.150002, 0.001483
1.102948, 0.545669, 63.150002, 0.001964
2.554195, 0.162540, 60.150002, 0.001850
2.763175, 0.185760, 62.150002, 0.001794
3.053424, 0.359909, 63.150002, 0.001179
3.436553, 0.162540, 63.150002, 0.002245
3.622313, 0.278639, 63.150002, 0.001969
3.947392, 0.232200, 63.150002, 0.001435
4.411791, 0.174150, 63.150002, 0.000983
4.585941, 0.116100, 62.150002, 0.000698
4.702041, 0.313469, 63.150002, 0.002620
5.154830, 0.499229, 65.150002, 0.004353
5.746939, 0.174150, 65.150002, 0.005548
5.921088, 0.592109, 66.150002, 0.005022
6.513197, 0.185760, 65.150002, 0.002791
6.849887, 0.998458, 63.150002, 0.000281
7.848345, 0.116100, 62.150002, 0.000034
