-42.000000
0.200000, 0.216667, 47.580002, 0.005375
0.466667, 0.283333, 52.580002, 0.023389
0.766667, 0.266667, 52.580002, 0.018310
1.050000, 0.433333, 52.580002, 0.007360
1.500000, 0.116667, 52.580002, 0.013081
1.650000, 0.133333, 52.580002, 0.035375
1.883333, 0.100000, 52.580002, 0.023344
1.983333, 0.016667, 53.580002, 0.016137
2.000000, 0.183333, 54.580002, 0.024120
2.200000, 0.216667, 54.580002, 0.013639
2.450000, 0.216667, 56.580002, 0.018123
2.700000, 1.716667, 57.580002, 0.024857
6.300000, 0.583333, 56.580002, 0.034441
6.883333, 0.300000, 57.580002, 0.030043
7.250000, 0.166667, 58.580002, 0.030821
7.416667, 0.183333, 57.580002, 0.022369
7.600000, 0.250000, 56.580002, 0.021708
8.433333, 0.200000, 56.580002, 0.028311
8.633333, 0.116667, 54.580002, 0.026352
8.900000, 0.200000, 54.580002, 0.030781
9.116667, 0.433333, 56.580002, 0.024436
9.550000, 0.316667, 57.580002, 0.028746
9.866667, 0.133333, 58.580002, 0.037310
10.066667, 0.150000, 57.580002, 0.017676
10.216667, 0.416667, 56.580002, 0.020318
10.633333, 0.183333, 55.580002, 0.029774
10.816667, 0.383333, 56.580002, 0.028144
11.200000, 0.166667, 57.580002, 0.031590
11.416667, 0.200000, 56.580002, 0.028205
11.616667, 0.166667, 57.580002, 0.026060
11.783333, 0.133333, 55.580002, 0.021253
11.916667, 0.316667, 54.580002, 0.037014
